KT;ORTNAME;PLZ
AG;Unterrüti;5634
UR;Unterschächen;6465
ZH;Unterschlatt;8418
SZ;Unterschönenbuch;6440
BE;Unterseen;3800
AG;Untersiggenthal;5417
AG;Untersiggingen;5417
ZH;Unterstammheim;8476
BE;Untersteckholz;4916
ZH;Unterstrass;8000
SG;Unterterzen;8882
GR;Untervaz;7204
GR;Untervaz Bahnhof;7201
GR;Untervaz Bahnhof;7201
SG;Unterwasser;9657
VS;Unterwassern;3999
BE;Unterzollikofen;3052
GR;Uors;7114
ZH;Urdorf;8902
UR;Urigen;6465
GR;Urmein;7427
AR;Urnäsch;9107
UR;Urnerboden;8751
BE;Ursellen;3510
BE;Ursenbach;4937
VD;Ursins;1412
AG;Ursprung;5225
LU;Urswil;6280
FR;Ursy;1670
BE;Urtenen;3322
SZ;Ussbühl;8864
GL;Ussbühl;8864
ZH;Uster;8610
ZH;Uttenberg;8934
BE;Uttigen;3628
TG;Uttwil;8592
BE;Utzenstorf;3427
BE;Utzigen;3068
VS;Uvrier;1958
SG;Uznaberg;8730
SG;Uznaberg;8730
SG;Uznach;8730
SG;Uzwil;9240
VS;Vaas;3978
TI;Vacallo;6833
SG;Vadura;7314
TI;Vaglio;6947
TI;Vairano;6575
GR;Val di Campo;7741
GR;Val Sinestra;7554
NE;Valangin;2042
GR;Valata;7138
GE;Valavran;1293
GR;Valbella;7077
GR;Valchava;7535
TI;Valcolla;6951
VS;Val-d'Illiez;1873
GR;Valé;7132
VS;Valençon;3978
GR;Valendas;7122
SG;Valens;7317
VD;Valeyres-sous-Montagny;1441
VD;Valeyres-sous-Rances;1358
VD;Valeyres-sous-Ursins;1412
VD;Vallamand-Dessous;1586
VD;Vallamand-Dessus;1586
GR;Vallatscha;7553
TI;Valle;6780
FR;Vallon;1565
VD;Vallorbe;1337
GR;Vals;7132
GR;Valzeina;7213
VS;Van-d'en-Bas;1922
VS;Van-d'en-Haut;1922
GE;Vandoeuvres;1253
VS;Varen;3953
TI;Varenzo;6777
SG;Vasön;7317
SG;Vättis;7315
GR;Vattiz;7146
FR;Vauderens;1675
BE;Vauffelin;2537
VD;Vaugondry;1423
VD;Vaulion;1325
FR;Vaulruz;1627
NE;Vaumarcus;2028
JU;Vautenaivre;2354
VD;Vaux-sur-Morges;1126
GR;Vaz/Obervaz;7082
GR;Vazerol;7084
BE;Vechigen;3067
GE;Veigy (Suisse);1251
GR;Vella;7144
TI;Vellano;6583
JU;Vellerat;2830
ZH;Veltheim;8400
AG;Veltheim;5106
JU;Vendlincourt;2943
VD;Vennes;1000
VS;Vens;1933
VS;Venthône;3973
VS;Verbier;1936
VS;Vercorin;3967
GR;Verdabbio;6538
TI;Verdasio;6655
TI;Vergeletto;6664
VS;Verlonnaz;1937
VS;Vermala;3963
JU;Vermes;2829
SG;Vermol;8886
VS;Vernamiège;1961
VD;Vernand-Dessous;1033
VD;Vernand-Dessus;1032
TI;Vernate;6992
VS;Vernayaz;1904
NE;Vernéaz;2028
VD;Vernex;1820
GE;Vernier;1214
GE;Vernier;1214
VS;Vérossaz;1891
VD;Vers chez Patthey;1420
VS;Vers l'Eglise;1926
GR;Versam;7104
GR;Versam Statiun;7104
VD;Vers-chez-Jaccard;1450
VD;Vers-chez-les-Blancs;1000
VD;Vers-chez-Perrin;1551
TI;Verscio;6653
VS;Versegères;1947
VD;Vers-l'Eglise;1864
VD;Vers-Morey;1853
GE;Versoix;1290
GE;Versoix la Ville;1290
GE;Versoix le Bourg;1290
VD;Versvey;1852
GE;Vésenaz;1222
GE;Vésenaz;1222
FR;Vesin;1483
GE;Vessy;1234
VS;Vétroz;1963
VD;Vevey;1800
VS;Vex;1981
VS;Veyras;3968
GE;Veyrier;1255
VS;Veysonnaz;1993
VS;Veysonnaz;1993
VD;Veytaux;1820
TI;Vezia;6943
TI;Vezio;6938
GR;Viano;7747
VD;Vich;1267
VS;Vichères;1945
TI;Vico Morcote;6921
GR;Vicosoprano;7603
JU;Vicques;2824
BE;Vielbringen bei Worb;3075
TI;Viganello;6962
TI;Vigera;6763
GR;Vignogn;7147
NE;Vilars;2063
TI;Villa;6781
TI;Villa;6877
VS;Villa;1966
TI;Villa Luganese;6966
FR;Villangeaux;1673
FR;Villaraboud;1679
FR;Villaranon;1678
FR;Villarbeney;1652
VD;Villar-Bozon;1148
VD;Villard-sur-Chamby;1832
FR;Villarepos;1583
VD;Villaret;1432
FR;Villarey;1774
FR;Villargiroud;1694
FR;Villariaz;1685
FR;Villarimboud;1691
FR;Villarlod;1695
VD;Villars-Bramard;1682
VD;Villars-Burquin;1423
FR;Villarsel-le-Gibloux;1695
FR;Villarsel-sur-Marly;1723
VD;Villars-Epeney;1404
FR;Villarsiviriaux;1694
VD;Villars-le-Comte;1515
VD;Villars-le-Grand;1584
FR;Villars-les-Joncs;1700
VD;Villars-le-Terroir;1040
VD;Villars-Lussery;1307
VD;Villars-Mendraz;1061
VD;Villars-sous-Champvent;1443
FR;Villars-sous-Mont;1666
VD;Villars-sous-Yens;1168
VD;Villars-Ste-Croix;1029
JU;Villars-sur-Fontenais;2903
FR;Villars-sur-Glâne;1752
VD;Villars-sur-Ollon;1884
VD;Villars-Tiercelin;1058
FR;Villarvolard;1651
VD;Villarzel;1555
VS;Villaz;1985
FR;Villaz-St-Pierre;1690
FR;Villeneuve;1527
VD;Villeneuve;1844
BE;Villeret;2613
VS;Villette;1934
GE;Villette;1225
VD;Villette (Lavaux);1096
NE;Villiers;2057
AG;Villigen;5234
AG;Villmergen;5612
AG;Villnachern;5213
VD;Villy;1867
SG;Vilters;7324
VD;Vincy;1182
BE;Vinelz;3234
BE;Vingelz;2500
VD;Vinzel;1184
VS;Vionnaz;1895
TI;Vira;6805
TI;Vira (Gambarogno);6574
GE;Vireloup;1239
GE;Vireloup;1239
VS;Vison;1906
VS;Visp;3930
VS;Visperterminen;3932
VS;Vissoie;3961
LU;Vitznau;6354
GR;Vnà;7557
TI;Vocaglia;6663
BE;Vogelsang;3255
AG;Vogelsang;5426
AG;Vogelsang bei Turgi;5412
TI;Vogorno;6632
ZH;Volken;8459
ZH;Volketswil;8604
VS;Vollèges;1941
ZH;Vollenweid;8915
AG;Vordemwald;4803
BE;Vorderfultigen;3089
SG;Vorderhof;9033
BE;Vorderrinderbach;3412
BE;Vorderrinderbach;3418
SZ;Vorderthal;8857
BE;Vorimholz;3257
VS;Vouvry;1896
GR;Vrin;7149
FR;Vuadens;1628
FR;Vuarat;1616
VD;Vuarennes;1820
FR;Vuarmarens;1674
VD;Vuarrengel;1418
VD;Vuarrens;1418
VD;Vucherens;1509
VD;Vufflens-la-Ville;1302
VD;Vufflens-le-Château;1134
VD;Vugelles;1431
VD;Vuibroye;1610
FR;Vuippens;1633
FR;Vuissens;1486
FR;Vuisternens-devant-Romont;1687
FR;Vuisternens-en-Ogoz;1696
VD;Vuiteboeuf;1445
VD;Vulliens;1085
VD;Vullierens;1115
GR;Vulpera;7552
SZ;Waag;8842
BE;Wabern;3084
BE;Wachseldorn;3618
BE;Wäckerschwend;3476
ZH;Wädenswil;8820
SG;Wagen;8646
TG;Wagenhausen;8259
TG;Wagerswil;8564
BL;Wahlen bei Laufen;4246
BE;Wahlendorf;3046
BE;Wahlenhütten;1738
BE;Wahlern;3150
ZG;Walchwil;6318
ZH;Wald;8636
LU;Wald;6034
AR;Wald;9044
SG;Wald;9105
SG;Walde;8727
AG;Walde;5046
BE;Waldegg;3803
ZH;Waldegg bei Uitikon;8142
BL;Waldenburg;4437
BE;Waldhaus;3432
AG;Waldhäusern;5624
TG;Wäldi;8564
SG;Waldkirch;9205
AR;Waldstatt;9104
SG;Walenstadt;8880
SG;Walenstadtberg;8881
BE;Walkringen;3512
AG;Wallbach;4323
FR;Wallenbuch;3206
FR;Wallenried;1784
AG;Wallenschwil;5636
TG;Wallenwil;8360
ZH;Wallikon;8330
ZH;Wallisellen;8304
BE;Walliswil bei Niederbipp;3380
BE;Walliswil bei Wangen;3377
BE;Walperswil;3272
ZH;Waltalingen;8468
GR;Waltensburg/Vuorz;7158
AG;Waltenschwil;5622
ZH;Waltenstein;8418
BE;Walterswil;4942
SO;Walterswil;5746
ZH;Waltikon;8126
BE;Waltrigen;3463
BE;Waltwil;3251
AR;Walzenhausen;9428
AI;Walzenhausen;9428
BE;Wangelen;3615
SZ;Wangen;8855
BE;Wangen an der Aare;3380
ZH;Wangen bei Dübendorf;8602
SO;Wangen bei Olten;4612
BE;Wangenried;3374
TG;Wängi;9545
SG;Wangs;7323
BE;Wanzwil;3372
SG;Wartau;9478
TG;Warth;8532
ZH;Wasen;8165
BE;Wasen im Emmental;3457
UR;Wassen;6484
AI;Wasserauen;9057
SG;Wasserfluh;9620
BE;Wasserwendi;6084
ZH;Wasterkingen;8195
ZH;Watt;8105
BE;Wattenwil;3665
BE;Wattenwil bei Worb;3076
SG;Wattwil;9630
LU;Wauwil;6242
LU;Wauwilermoos;6243
NE;Wavre;2075
TG;Weckingen;8532
TG;Weerswilen;8570
GL;Weesen;8872
SG;Weesen;8872
AG;Wegenstetten;4317
LU;Weggis;6353
ZH;Weiach;8187
BE;Weier im Emmental;3462
SG;Weieren;9523
TG;Weiern;9547
TG;Weinfelden;8570
TG;Weingarten;9508
ZH;Weiningen;8104
TG;Weiningen;8532
BE;Weinstegen;4936
AI;Weissbad;9057
AI;Weissbad;9057
BE;Weissenbach;3766
AG;Weissenbach;5632
BE;Weissenbühl;3000
BE;Weissenburg;3764
BE;Weissenburgberg;3764
VS;Weissenried;3919
BE;Weissenstein;3045
BE;Weissenstein;3045
SO;Weissenstein bei Solothurn;4515
ZH;Weisslingen;8484
SG;Weisstannen;7326
SG;Weite;9476
TG;Welfensberg;9515
ZH;Wellenau;8494
TG;Wellenberg;8500
TG;Wellhausen;8552
SO;Welschenrohr;4716
ZH;Welsikon;8474
BE;Wengen;3823
BE;Wengi bei Büren;3251
BE;Wengi bei Frutigen;3714
FR;Wengliswil;1715
BL;Wenslingen;4493
ZH;Wenzikon;8354
AG;Werd;8919
SG;Werdenberg;9470
BE;Werdthof;3273
GR;Wergenstein;7433
ZH;Wermatswil;8615
ZH;Wernetshausen;8342
ZH;Werrikon;8606
LU;Werthenstein;6106
LU;Werthenstein-Unterdorf;6106
AG;Wettingen;5430
BS;Wettstein;4000
ZH;Wettswil am Albis;8907
ZH;Wetzikon;8620
TG;Wetzikon;8512
BE;Wickacker;3036
AG;Widen;8967
AG;Widen;5425
SO;Widlisbach;4522
SG;Widnau;9443
SG;Widnau;9443
ZH;Wiedikon;8000
BE;Wiedlisbach;4537
AR;Wienacht;9405
BE;Wierezwil;3255
GR;Wiesen;7494
NW;Wiesenberg;6383
ZH;Wiesendangen;8542
SH;Wiesholz;8262
TG;Wiezikon bei Sirnach;8372
TG;Wiezikon bei Sirnach;8372
SG;Wigetshof;9621
LU;Wiggen;6192
BE;Wiggiswil;3053
AG;Wiggwil;5637
TG;Wigoltingen;8556
BE;Wikartswil;3512
LU;Wikon;4806
ZH;Wil;8196
SZ;Wil;6436
SG;Wil;9500
AG;Wil;5276
ZH;Wil bei Dübendorf;8600
SO;Wil bei Starrkirch;4656
AG;Wil bei Turgi;5300
ZH;Wila;8492
SH;Wilchingen;8217
ZH;Wildberg;8489
AG;Wildegg;5103
ZH;Wildensbuch;8465
BE;Wilderswil;3812
SG;Wildhaus;9658
VS;Wildi;3928
OW;Wilen;6062
AR;Wilen;9100
AR;Wilen;9428
TG;Wilen (Gottshaus);9225
TG;Wilen bei Herdern;8535
ZH;Wilen bei Neunforn;8525
TG;Wilen bei Neunforn;8525
TG;Wilen bei Wil;9535
SZ;Wilen bei Wollerau;8832
ZH;Wiler;8427
UR;Wiler;6482
SO;Wiler;4252
VS;Wiler (Lötschen);3918
BE;Wiler bei Seedorf;3266
BE;Wiler bei Utzenstorf;3428
FR;Wiler vor Holz;1714
BE;Wileroltigen;3207
AG;Wiliberg;5058
LU;Wilihof;6236
BE;Willadingen;3425
SZ;Willerzell;8846
BE;Willigen;3860
ZH;Willikon;8618
LU;Willisau;6130
TG;Willisdorf;8253
BE;Wimmis;3752
TG;Winden;9315
AG;Windisch;5210
ZH;Windlach;8175
BE;Wingreis;2513
LU;Winikon;6235
SO;Winistorf;4558
ZH;Winkel;8185
SG;Winkeln;9015
ZH;Winterberg;8312
AG;Winterhalden;5647
AG;Winterhalden;5647
AG;Winterschwil;5637
BL;Wintersingen;4451
ZH;Winterthur;8400
SO;Winznau;4652
ZH;Wipkingen;8000
NW;Wirzweli;6383
SO;Wisen;4634
AG;Wislikofen;5463
ZH;Witikon;8000
SG;Wittenbach;9300
TG;Wittenwil;9547
SO;Witterswil;4108
SG;Witti;9430
BL;Wittinsburg;4443
AG;Wittnau;5064
AG;Wittwil;5053
BE;Witzwil;3236
BE;Wohlei;3033
AG;Wohlen;5610
BE;Wohlen bei Bern;3033
AG;Wohlenschwil;5512
NW;Wolfenschiessen;6386
SG;Wolfertswil;9116
GR;Wolfgang;7265
AR;Wolfhalden;9427
AI;Wolfhalden;9427
ZH;Wolfhausen;8633
SG;Wolfikon;9533
TG;Wolfikon;8514
BE;Wolfisberg;4704
AG;Wölflinswil;5063
BE;Wölflisried;3036
SO;Wolfwil;4628
LU;Wolhusen;6110
LU;Wolhusen;6110
SZ;Wollerau;8832
ZH;Wollishofen;8000
ZH;Wolsen;8912
BE;Worb;3076
BE;Worben;3252
BE;Worblaufen;3048
BE;Worblaufen;3048
SO;Wöschnau;5012
ZH;Wülflingen;8400
FR;Wünnewil;3184
TG;Wuppenau;9514
AG;Würenlingen;5303
AG;Würenlos;5436
BE;Wyler;3862
BE;Wynau;4923
BE;Wynigen;3472
BE;Wyssachen;4954
BE;Wyssbach;4934
VD;Yens;1169
VS;Ypresses;1981
VD;Yverdon-les-Bains;1400
VD;Yvonand;1462
VD;Yvorne;1853
GR;Zalende;7748
GR;Zalön;7107
BE;Zauggenried;3309
BE;Zäziwil;3532
BL;Zeglingen;4495
AG;Zeihen;5079
AG;Zeiningen;4314
AR;Zelg bei Wolfhalden;9427
ZH;Zell;8487
LU;Zell;6144
FR;Zénauva;1724
VS;Zeneggen;3934
VS;Zermatt;3920
GR;Zernez;7530
AG;Zetzwil;5732
TG;Zezikon;9556
BL;Ziefen;4417
GL;Ziegelbrücke;8866
SG;Ziegelbrücke;8866
BE;Ziegelried;3054
BE;Zielebach;4564
GR;Zignau;7167
BE;Zihlbrücke;3238
TG;Zihlschlacht;8588
GR;Zillis;7432
ZH;Zimikon;8604
BE;Zimlisberg;3255
BE;Zimmerwald;3086
VS;Zinal;3961
GR;Zizers;7205
AG;Zofingen;4800
BE;Zollbrück;3436
BE;Zollbrück;3436
FR;Zollhaus;1716
ZH;Zollikerberg;8125
BE;Zollikofen;3052
ZH;Zollikon;8702
ZH;Zollikon Dorf;8702
GR;Zorten;7082
TG;Zuben;8585
SG;Züberwangen;9523
SO;Zuchwil;4528
SG;Zuckenriet;9526
AG;Zufikon;5621
ZG;Zug;6300
ZG;Zugerberg;6300
SO;Zullwil;4234
FR;Zumholz;1713
FR;Zumholz bei Plaffeien;1719
ZH;Zumikon;8126
ZH;Zünikon;8543
BL;Zunzgen;4455
GR;Zuort;7557
GR;Zuoz;7524
AR;Zürchersmühle;9107
ZH;Zürich;8000
AG;Zuzgen;4315
BE;Zuzwil;3303
SG;Zuzwil;9524
ZH;Zweidlen;8192
BE;Zweilütschinen;3815
BE;Zweisimmen;3770
BE;Zwieselberg;3645
ZH;Zwillikon;8909
BL;Zwingen;4222
VS;Zwischbergen;3907
BE;Zwischenflüh;3756
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
